epoch,phase,wall_time_s,epoch_time_s
645,adam,10.917401,0.016902
646,adam,10.934249,0.016848
647,adam,10.951322,0.017073
648,adam,10.968077,0.016754
649,adam,10.985059,0.016982
650,adam,11.002129,0.017070
651,adam,11.018928,0.016799
652,adam,11.035883,0.016955
653,adam,11.052901,0.017018
654,adam,11.069906,0.017004
655,adam,11.086840,0.016934
656,adam,11.104027,0.017188
657,adam,11.120901,0.016874
658,adam,11.137795,0.016893
659,adam,11.154890,0.017095
660,adam,11.171925,0.017035
661,adam,11.188784,0.016859
662,adam,11.205696,0.016913
663,adam,11.223640,0.017944
664,adam,11.241220,0.017579
665,adam,11.258508,0.017288
666,adam,11.275679,0.017172
667,adam,11.292692,0.017013
668,adam,11.309759,0.017067
669,adam,11.326651,0.016892
670,adam,11.343577,0.016926
671,adam,11.360463,0.016885
672,adam,11.377722,0.017260
673,adam,11.394687,0.016965
674,adam,11.411489,0.016802
675,adam,11.428641,0.017151
676,adam,11.445764,0.017123
677,adam,11.462738,0.016974
678,adam,11.479942,0.017204
679,adam,11.496897,0.016955
680,adam,11.513856,0.016959
681,adam,11.530919,0.017064
682,adam,11.547807,0.016888
683,adam,11.564970,0.017163
684,adam,11.581838,0.016868
685,adam,11.599075,0.017237
686,adam,11.616257,0.017182
687,adam,11.633893,0.017636
688,adam,11.650992,0.017099
689,adam,11.667825,0.016833
690,adam,11.684946,0.017121
691,adam,11.702073,0.017127
692,adam,11.719364,0.017291
693,adam,11.736940,0.017576
694,adam,11.754079,0.017139
695,adam,11.772206,0.018127
696,adam,11.790201,0.017995
697,adam,11.807656,0.017454
698,adam,11.824894,0.017239
699,adam,11.841776,0.016881
700,adam,11.858917,0.017141
701,adam,11.876209,0.017293
702,adam,11.893398,0.017189
703,adam,11.910754,0.017356
704,adam,11.927980,0.017226
705,adam,11.945073,0.017093
706,adam,11.962241,0.017168
707,adam,11.979210,0.016969
708,adam,11.996358,0.017148
709,adam,12.013638,0.017280
710,adam,12.030729,0.017091
711,adam,12.047742,0.017013
712,adam,12.065007,0.017265
713,adam,12.081933,0.016925
714,adam,12.099189,0.017256
715,adam,12.116541,0.017352
716,adam,12.133821,0.017280
717,adam,12.151135,0.017313
718,adam,12.168169,0.017034
719,adam,12.185640,0.017471
720,adam,12.202822,0.017182
721,adam,12.220360,0.017538
722,adam,12.237684,0.017324
723,adam,12.254855,0.017171
724,adam,12.272311,0.017456
725,adam,12.289873,0.017562
726,adam,12.307310,0.017437
727,adam,12.325596,0.018286
728,adam,12.343732,0.018136
729,adam,12.361215,0.017483
730,adam,12.378352,0.017136
731,adam,12.395543,0.017191
732,adam,12.412830,0.017287
733,adam,12.430117,0.017287
734,adam,12.447228,0.017111
735,adam,12.464377,0.017148
736,adam,12.481495,0.017119
737,adam,12.498824,0.017329
738,adam,12.515824,0.017000
739,adam,12.533481,0.017657
740,adam,12.550545,0.017064
741,adam,12.567767,0.017222
742,adam,12.585009,0.017243
743,adam,12.602096,0.017087
744,adam,12.619702,0.017606
745,adam,12.637085,0.017384
746,adam,12.653954,0.016869
747,adam,12.671115,0.017161
748,adam,12.688282,0.017167
749,adam,12.705348,0.017066
750,adam,12.722536,0.017188
751,adam,12.739564,0.017029
752,adam,12.756827,0.017263
753,adam,12.774017,0.017190
754,adam,12.791393,0.017376
755,adam,12.808594,0.017201
756,adam,12.825699,0.017104
757,adam,12.842823,0.017125
758,adam,12.860224,0.017400
759,adam,12.878033,0.017809
